gene,mi_score,rf_importance,combined_score
molR,0.0006514027030003616,0.00024906997757170244,0.017777354634530253
yqjH,0.001991574852117914,2.321608976747374e-05,0.01777689878356029
group_10191,0.0002548118178065384,0.0003156045026784656,0.01776255990581105
group_5160,0.0010839105472973398,0.00017562564399423074,0.017749687443578882
resD,0.0016175645167744307,8.558560138141156e-05,0.01774428140028877
group_44940,0.0002490541020824105,0.0003160244653338321,0.017735296557119654
group_2963,0.002123866037053654,0.0,0.017731198014407052
htrC,0.0021231968002947965,0.0,0.01772561085846758
yusV_2,0.00195150391918969,2.8846926682161773e-05,0.01772131996414481
group_1839,0.0002838876576221061,0.0003098494060547409,0.017720189743547585
srpR,0.002121607912867668,0.0,0.017712345953771094
group_4372,5.159483676298038e-06,0.0003563659773408011,0.01769767516437534
sfaD,0.002118820024975765,0.0,0.017689071134825977
group_3128,0.00211631078640645,0.0,0.017668122633431597
group_21317,0.0021159626142049776,0.0,0.017665215900713065
group_15384,4.63844808430286e-05,0.0003481036404062253,0.01763252251926937
group_1216,0.0013663614319565781,0.00012554869380855297,0.017626897764196296
group_6567,0.0005344845738828041,0.0002650483348035199,0.017592836126821363
group_44947,0.0005187301362456626,0.00026767842831173583,0.017591605977670843
kil,0.0015303647579049673,9.699712719073529e-05,0.017581624359886795
group_6545,0.0010754113686209515,0.00017360560002446606,0.0175786573379637
focC_3,0.002105482406437348,0.0,0.017577721371608353
group_14490,0.0018209486420895926,4.766904140189118e-05,0.017563832656764616
group_6197,0.0001725110269071295,0.00032533292476397954,0.017557420084331515
group_20617,0.001971582512154929,2.187572888333336e-05,0.017543589399805423
group_24344,0.0007759044369760881,0.0002232000955523908,0.01753515265340925
dicA,0.0020998788262834023,0.0,0.017530939607568873
group_12926,0.0005555480452511252,0.0002602421235917512,0.017530582715078683
group_8988,5.530673662303143e-05,0.0003444742403216336,0.017527207563490778
group_8596,0.00021244642406309522,0.00031782609390336664,0.017518929413642872
mdlB_2,0.002098367653381769,0.0,0.017518323506404105
group_10264,0.002098367653381769,0.0,0.017518323506404105
group_3502,0.0006888556131864065,0.00023728341807185385,0.017506118252714985
group_8487,0.0017931341086357688,5.049018289643347e-05,0.01747138284735076
wcaD,0.0009665102430322092,0.0001897329299306484,0.017468449381237892
group_24908,0.0008059837341263948,0.00021662407310764725,0.017460490703631898
group_24362,0.0003383516130289199,0.0002953836983769765,0.017458244160675575
group_6657,0.0013546922799163585,0.00012408615951670072,0.017457022373202295
group_11261,0.002086258831993072,0.0,0.017417232416522332
codA,0.0018207048744764143,4.427007723434245e-05,0.01739341065020826
group_7201,3.569330018317329e-05,0.0003450427965177597,0.017391630470995123
group_21003,0.0010599354411648942,0.0001722383056936295,0.017381719145262053
group_15394,0.0017407113531325152,5.739049450867773e-05,0.017375574834815062
group_27358,0.0008480736308250775,0.00020768701317831648,0.017369132497716357
group_12152,0.0008679032863892766,0.00020433831919859408,0.017368784867996555
tnpA_2_2,0.00207875501137976,0.0,0.017354586401709927
group_4628,0.0020786698900246148,0.0,0.017353875761897217
group_3046,0.0009665102430322092,0.00018733500076707445,0.017349654407247388
group_15260,0.00012999415359105093,0.0003282584855636557,0.017347400069170984
fimE,1.405074566712683e-05,0.00034771526475209667,0.017343342360543055
ypdB,0.0020766982094394537,0.0,0.017337415089726537
group_26194,0.0006469996620757507,0.00024065511916673623,0.01732371806010289
group_10338,0.0020749282938920255,0.0,0.017322638862879616
ybiX,0.00044356548505702226,0.0002748652518765342,0.01732013012133407
group_3260,0.0005744901168569516,0.00025278086602547304,0.017319085966016473
group_44586,0.0003024206639646587,0.00029848463648903873,0.017311895363872006
group_4769,0.000587098619335355,0.00025033717414211436,0.01730328657904729
dinJ,0.0018030105070171443,4.519919558876518e-05,0.017291717483694437
group_6743,0.00023515396116263743,0.00030886403380620404,0.017264518102367718
group_14248,0.0015611006509573255,8.529783045972319e-05,0.017258633685194587
group_447,0.0009596293628824845,0.0001864608839044153,0.01724890472226121
group_19023,0.0020652766181808724,0.0,0.01724206137432762
group_26231,0.0020652766181808724,0.0,0.01724206137432762
kefF_2,0.0020651181115566575,0.0,0.01724073807399301
group_17046,1.8869362069656725e-06,0.0003475870383666248,0.017235439781318893
group_16351,0.0006712471142745341,0.0002347177652931396,0.01723200872378335
yedU,0.0018441662397337688,3.6559895642662466e-05,0.017207311587590115
group_15583,0.0020587529545825767,0.0,0.017187598248478778
group_2772,0.0015593066495317928,8.403197338841029e-05,0.017180944991677688
group_9833,0.00016129786788349199,0.0003194032072583664,0.017170044404826584
group_14194,0.002056107670281651,0.0,0.017165513962614478
group_4216,0.0016753839778561042,6.3970574353789e-05,0.01715616748000772
group_18455,0.0006342792528069435,0.0002394116174937485,0.017155917215248926
group_12708,0.0008721504267005659,0.00019912236930075343,0.017145840769157396
group_20778,1.8307510805837257e-05,0.0003428804895848136,0.017139362259690517
group_13896,0.0017185428704881295,5.625053578950637e-05,0.01713402587093655
group_8663,0.0006788793675090443,0.00023140827038901156,0.01713177242960586
group_3861,0.0007127864099264469,0.00022562362941794785,0.01712827215323859
group_10019,0.00011732211983347951,0.0003257169699523444,0.01711569863295865
ybcQ_2,0.001726903331601276,5.4335106813131176e-05,0.017108931990849723
paaY,0.001355334799457375,0.00011681702331818395,0.017102268733060817
icsA,0.0012441946412005689,0.0001354048627695946,0.017095263349068038
group_7645,0.00018791563348029283,0.0003128841619901057,0.017069306375387495
ybjL,0.0013841240747789751,0.00011118810107043001,0.017063756933889302
group_10267,0.0012431784667704254,0.00013489936834319265,0.01706173724352655
sicA_2,0.00115679182691103,0.00014911065979714296,0.01704457078232451
group_10692,0.002041607123491662,0.0,0.01704445543579122
yehP,0.001106424725270047,0.00015730725481257371,0.017030143221836568
group_4696,0.00033970944519114143,0.0002863324289368949,0.017021174300500166
group_12277,0.0017276543164483765,5.17927107057735e-05,0.016989249664152974
intR,0.00011633730113602692,0.0003233221610013751,0.01698883642908641
group_2203,0.0004326043875323704,0.0002696896725290894,0.01697221928561281
group_8785,0.0007127864099264469,0.00022218253712659764,0.016957798197852595
traH,1.7849487028348543e-05,0.00033919770713719376,0.01695309098240901
rfe,0.0009386526782609872,0.00018400053231601557,0.01695189241917655
group_12520,8.986616617523424e-09,0.00034207851542534894,0.01694686580940437
potB,0.00012757429493831518,0.00032056865576094037,0.016946238578917347
group_12627,0.000736563652072364,0.00021793811504814217,0.016946032234585906
ybl78,0.0014502389351315481,9.763694097673635e-05,0.016944386786507375
group_2455,0.0007642746770740866,0.00021316604795656294,0.016940967772705876
group_24609,0.001242864903539198,0.00013236501110466556,0.016933565735733222
group_21685,0.002027435613345785,0.0,0.01692614388754635
group_11687,0.0020244694299204335,0.0,0.016901380559586295
group_13236,0.0015545135974268237,7.893222177018138e-05,0.016888284941118988
group_26305,0.002020506112688683,0.0,0.0168682926110863
group_26304,0.002020506112688683,0.0,0.0168682926110863
group_26306,0.002020506112688683,0.0,0.0168682926110863
group_26301,0.002020506112688683,0.0,0.0168682926110863
group_21514,0.002020506112688683,0.0,0.0168682926110863
group_8917,2.480405714315459e-05,0.0003355620595523633,0.016831039201010572
ykfI,0.0004986576789725028,0.0002556830999066078,0.01682977369357965
group_14484,0.0012966528996017634,0.00012118183724799746,0.016828595738491766
group_9189,0.0020146290590881133,0.0,0.016819227740550693
group_9022,0.0006372392268260696,0.0002320777895689273,0.01681730608730608
nuc,0.0002722123050576397,0.00029350843693916,0.016813175226647614
eafC,0.0013359134471351286,0.0001141168657961152,0.016806361055754917
fitC,0.0004141167861211603,0.0002689593311377436,0.01678169304888609
group_24796,0.0012024009985089623,0.00013585408401318102,0.016768601784333016
group_24382,0.0004986576789725028,0.00025435538660448145,0.016763997911046578
group_24000,0.0020079931053640088,0.0,0.01676382715507332
melA,2.8543951902160192e-05,0.0003333756274196694,0.016753944622822984
group_4999,0.0012661080919424972,0.00012476896501954063,0.016751299560337444
group_6415,9.958894153305753e-05,0.0003209499482572028,0.01673149096082236
group_9955,0.0013838228606587455,0.00010404629692527015,0.0167074325998735
fcl,3.366332495183255e-05,0.00033155834023253027,0.016706654368125566
group_20945,0.0015124991654549003,8.220148209649958e-05,0.01669948668079898
group_18389,0.0009823286332983905,0.00017131000227005655,0.016687826142682428
group_14129,0.0008889888788483624,0.00018684455972681148,0.016678166723362305
group_9909,0.0002929419890020657,0.0002872024974579499,0.016673837658056634
group_4656,0.00010363424382180131,0.0003188474181934735,0.01666110265558453
group_5060,0.0006276671482923629,0.0002304951550143934,0.016658988372135735
group_14231,0.0019950054095700387,0.0,0.016655398739068197
blc_2,0.0011123599862211953,0.00014859968317503257,0.016648315263844752
group_11919,0.0006903683759987289,0.00021968184111780204,0.016646754030430436
group_8888,0.0011994425951446508,0.00013388745018519588,0.016646475086693594
group_290,0.001991574852117914,0.0,0.016626758561745815
group_26102,0.001991310205625166,0.0,0.01662454914750751
group_6792,0.00012046520223406298,0.0003152204717832979,0.016621935448662528
group_13370,0.0008510328673147077,0.00019147571030422766,0.016590719316196607
group_926,0.0016871013750160702,5.055929334956923e-05,0.016589587141639415
group_3215,7.338693710187694e-05,0.0003224949095475898,0.016589280629861113
group_12149,0.0007323716138011582,0.0002113806715859643,0.01658617477329802
group_3592,0.0015819867503268359,6.779639847551979e-05,0.016565969961440226
group_26908,0.00018403941402922452,0.00030310604972995153,0.016552531511196972
gmr_1,0.0019055017413222852,1.2839011077502107e-05,0.016544225948877694
group_22217,0.00045698176346206654,0.00025649115010985225,0.016521871600581398
group_1013,0.0008148325105922366,0.0001961080391821506,0.016517987453196367
group_7316,0.00018403941402922452,0.00030239209175475246,0.016517161567671336
group_5910,0.00039565515799261375,0.00026650790779845097,0.016506120129698088
group_13114,0.0011746737147000363,0.000135224506748354,0.016505929525976147
group_21311,0.0004521466732389512,0.0002569802743720274,0.016505737147272468
group_8938,0.0014175838916632433,9.42147430893076e-05,0.0165022266385184
bisZ_2,0.0019715477939324447,0.0,0.01645956168319704
group_3147,6.0857791167948094e-05,0.00032154163576169286,0.016437454635077113
ytbE,0.0007718937130110903,0.00020169926960328003,0.01643650399340906
group_3784,0.0007145757176617931,0.0002112222805016564,0.01642975806306373
araJ,0.001422166483551035,9.187042320651272e-05,0.01642434549661703
group_15161,0.000785370984913214,0.00019916721448733787,0.01642357999848179
icsA_1,0.00019017288655412412,0.00029935591391413253,0.01641795293465614
group_13519,0.0002904929205433393,0.00028196543401826785,0.016393943952904024
group_1792,0.0011240543397557368,0.0001414654833660486,0.016392513239123992
group_21468,0.00030285847596328574,0.0002793561157460463,0.016367911071211824
group_12907,0.0002020339716912456,0.00029623606833407523,0.016362416602392762
group_10431,0.0014783978859860686,8.110849140967564e-05,0.016360643003697075
group_20994,0.001958319933727859,0.0,0.016349128242818315
group_9634,0.0012360279594955392,0.00012167866333333033,0.016347078537606873
group_7020,0.001957873744814466,0.0,0.016345403212767895
group_918,0.00021240341745702718,0.0002941119778001329,0.016343757599725648
group_26307,0.0018183329326974529,2.3124459059030844e-05,0.016326040668425513
group_8324,0.0010964893080413485,0.00014455321814727597,0.016315353612448274
group_12155,0.0019511471948145745,0.0,0.016289246279834028
group_20627,0.0019469939463116481,0.0,0.016254572680791383
group_4564,0.0019462364566484106,0.0,0.016248248741146658
group_16875,0.00013464758363926355,0.00030527488200554447,0.016247626754959093
group_4158,2.351137138260906e-05,0.0003238726000236302,0.01624114370497531
group_10288,0.0019450151811839789,0.0,0.016238052862969737
group_24261,0.0019427328725253323,0.0,0.016218998897076363
ddpB,0.0017276525936741616,3.6058658352702215e-05,0.016209760070776215
group_15300,0.0007026382249235019,0.00020814133745386526,0.016177465391755522
ybl13,0.0015904851638341225,5.846578821645228e-05,0.016174674868935132
group_18347,0.0015979731977685263,5.697408878817758e-05,0.016163289325757394
group_2974,0.0010172279765627568,0.00015438153647877477,0.016140537792323807
group_3817,0.0018462475425852984,1.3761635389417976e-05,0.016095246771340273
norW,0.0014985947349816509,7.22278348321405e-05,0.016089303872946263
group_20878,3.661702322142746e-05,0.00031832588503597647,0.016075769006380986
imm_3,0.00024373177843098337,0.0002834132787413263,0.01607528343354365
group_2362,0.001817998792419076,1.800101796999166e-05,0.016069432470347245
group_8231,0.0014412060983713393,8.147651125567404e-05,0.016068377481840708
group_18529,3.569330018317329e-05,0.0003182957336403152,0.016066563539446247
group_74,0.0012860227265643065,0.00010751451699617481,0.01606276126187047
group_11165,0.0006306147351004959,0.00021777693083867788,0.016053527328558262
group_20873,0.0019177204620968447,0.0,0.0160101815605562
group_1912,0.0018091517975661608,1.8179173925187447e-05,0.016004398861609953
group_7444,0.0016234081129885558,4.93435957158484e-05,0.015997614363098038
fliC,0.00047532070563593987,0.00024210922594270452,0.01596248526080532
efeB,0.0019118493779321788,0.0,0.015961166526149328
pduA,0.0008763218583843213,0.00017445399352577744,0.015958578753996252
htrE_3,0.0015662688818391945,5.8121460404122956e-05,0.015955445825438275
group_5435,0.0010993274674758746,0.00013650837839301842,0.01594050151992111
group_18505,2.724943808929403e-06,0.0003211198937763673,0.015931236331807427
group_16782,8.145030217510119e-07,0.0003214329258124201,0.015930794734230817
trkG,0.0014555398138093867,7.614069990079193e-05,0.015923703635957024
group_20931,0.00044563851689430334,0.00024621432059670725,0.01591805111606098
group_3865,0.001603265340484078,5.108847443634054e-05,0.015915893867187697
group_2117,0.00010641749475959195,0.00030320401784822497,0.015909354511543163
group_20608,6.946528115522876e-05,0.0003094060099307664,0.015908107872881213
group_10785,0.0014640824366412564,7.394058099688113e-05,0.015886026817321226
group_9970,0.0009162766998005722,0.00016617479435154992,0.015881986784900416
pinR,0.001261102801106917,0.00010796527217822612,0.01587704674624167
group_16533,0.0003645989177921277,0.00025875832222409207,0.015862926062223164
group_24387,0.0010710014080715369,0.00013957904538830021,0.0158561428669686
wapA_2,0.0005970706234473266,0.00021923586365537679,0.015845759148302788
group_20581,0.001897921522931667,0.0,0.01584488914484851
group_4547,1.3005763582416008e-05,0.000317358281464264,0.015830713534290112
group_8139,2.5851432856383028e-05,0.00031514697238231804,0.01582840654143208
graR,0.0013814256225252453,8.618490423911013e-05,0.015802554101975383
group_21347,0.0016500856271711717,4.0782936738187544e-05,0.015796232273554995
rem,0.0018628226445535911,4.859040372664906e-06,0.015792584463131122
group_26206,0.00010168954476694192,0.00030154017779415715,0.015787455267949235
group_8470,0.0017185428704881295,2.901097988205769e-05,0.01578456051362156
group_10296,0.0018904603138666237,0.0,0.015782598874638967
group_7716,0.0003202799633665737,0.00026455031993943845,0.015779866437894585
group_15623,0.001889464034023569,0.0,0.015774281383453933
espR3_2,0.0016052054555643347,4.777358329981026e-05,0.015767869145286093
abgT,0.0009754799105180234,0.00015361982090154834,0.01575426612694154
group_2545,0.0015889091053463839,5.007929845828524e-05,0.015746044897437177
group_18138,0.0004347758399066981,0.0002444996568486961,0.015742417964016903
group_6614,0.0018847439131615962,0.0,0.015734875222689522
group_6023,0.0018844334379384542,0.0,0.015732283205045425
group_26191,0.0006469996620757507,0.00020813812625022462,0.015712805032960256
group_24887,0.00040640377369809133,0.00024851808958016553,0.015704628153426062
hxuC,0.0018793012328432723,0.0,0.01568943673882758
group_9641,0.0001163127282754195,0.00029686464016870877,0.015677908451457105
group_14895,0.00016304408926665764,0.0002888422522674814,0.015670613186627748
orgA,0.0018765536262808913,0.0,0.015666498210539708
cse2,0.0018765536262808913,0.0,0.015666498210539708
group_2513,0.0007868904878071334,0.0001832472633291225,0.015647580884288914
group_21488,0.0018742270786741427,0.0,0.015647074913616065
group_25057,0.0012337770773251377,0.00010769722388546531,0.015635637312446674
group_3689,2.232256447604053e-07,0.0003154620344561356,0.015630056575761688
group_11954,0.0018685120139325662,0.0,0.015599362415023084
ydhY,0.0018685120139325662,0.0,0.015599362415023084
group_3036,0.0018685120139325662,0.0,0.015599362415023084
group_44596,0.00014414858764373595,0.0002905803839269833,0.0155989713391106
group_7907,3.587537721616574e-07,0.0003146739878928191,0.015592147698507598
group_25842,0.0004521466732389512,0.0002381250898094353,0.01557163901221291
group_25834,0.001342200651299738,8.767677572092729e-05,0.015548990789604623
group_6531,5.321853211298633e-05,0.0003047210285935286,0.015540374061200703
group_7733,7.550367627784382e-07,0.00031341920245303015,0.015533293197820756
papD_2,0.0014279079896740154,7.287252481954659e-05,0.015531110471425675
group_6112,0.0011055623510622253,0.00012715211022253081,0.015529038127078093
group_14015,5.9205046115673454e-08,0.0003131082588691509,0.015512079664718582
group_13085,0.00034455880934183836,0.0002548705642967662,0.015503018170721063
group_1223,7.502134979270325e-06,0.0003114427441912384,0.015491706647793448
algC_1,0.001853796369722785,0.0,0.015476508136829846
group_14108,0.0007902765773512288,0.00017902674717646747,0.015466762697510846
group_7862,7.768260974110042e-05,0.0002990897736826009,0.015465637575072497
group_2562,0.0012090028571356548,0.00010769595519069418,0.01542874566686546
group_6892,0.0007842799709122938,0.00017920434500666622,0.015425498046519683
group_25744,0.00038153345704053376,0.00024697815835338235,0.01542070789686208
group_2121,3.2035271961688983e-06,0.0003106023283035545,0.015414184758714474
group_18894,0.0018462475425852984,0.0,0.015413486382840647
group_661,0.0006344716400980138,0.0002040674071243651,0.015406548147153202
group_14394,0.0018441662397337688,0.0,0.015396110523796962
group_10357,0.0005805532660961149,0.00021277224793339104,0.015387651442943732
ykgF,0.0009898433898451742,0.00014354717520985961,0.015375174905326033
group_13215,0.0009398933978492716,0.0001514565418782574,0.01535000012563106
csdB,0.0011096225728065012,0.00012264839500134608,0.015339818099597287
group_6419,2.885818772131732e-05,0.00030469973082736674,0.015335945424784203
group_24484,0.0018369395390839816,0.0,0.015335778058606067
group_233,1.923405835560499e-06,0.00030827256933054083,0.015288079824374586
group_14944,0.0013025293921313658,8.902515663455741e-05,0.015284593004140534
group_15102,0.0008715730173724789,0.00016084424400501278,0.01524469695809949
group_1120,0.0015680717995014762,4.342236422994661e-05,0.015242294765147484
group_16788,0.00031611639559134264,0.00025429179989886966,0.01523689291748859
wzxC,0.0012365703998194894,9.903050618437437e-05,0.015229602657630282
group_9492,0.0001577913132615738,0.00028059470356540684,0.015218171188912447
group_10656,0.001822842019712223,0.0,0.015218084225971722
group_15779,0.0015608920160983808,4.404067262007924e-05,0.015212985391620939
group_13234,0.0015565026393118686,4.475153515391744e-05,0.015211557057352046
group_26113,0.0012953122092897174,8.876499869630371e-05,0.015211451604978294
